gameId,playId,specialTeamsPlayType,specialTeamsResult,kickLength,kickReturnYardage,snapDetail,snapTime,operationTime,hangTime,kickType,kickDirectionIntended,kickDirectionActual
2018121300,2707,Punt,Fair Catch,50,NA,OK,0.86,2.18,4.3,N,L,L
2018121300,2869,Punt,Out of Bounds,39,NA,>,0.83,2.09,4.08,A,R,R
2018121300,3494,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121300,3825,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121300,3999,Punt,Muffed,55,0,OK,0.8,2.09,4.2,N,C,C
2018121500,125,Punt,Return,44,-2,OK,0.95,2.24,4.02,N,C,C
2018121500,322,Field Goal,Kick Attempt Good,41,NA,NA,NA,NA,NA,NA,NA,NA
2018121500,777,Field Goal,Kick Attempt Good,26,NA,NA,NA,NA,NA,NA,NA,NA
2018121500,1151,Field Goal,Kick Attempt Good,32,NA,NA,NA,NA,NA,NA,NA,NA
2018121500,1510,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121500,1610,Punt,Return,54,15,OK,0.91,2.11,4.37,N,C,C
2018121500,1755,Field Goal,Kick Attempt Good,53,NA,NA,NA,NA,NA,NA,NA,NA
2018121500,2079,Extra Point,Kick Attempt No Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121500,2280,Punt,Return,50,10,OK,0.86,2.14,4.32,N,C,C
2018121500,2501,Extra Point,Kick Attempt No Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121500,2599,Punt,Return,51,12,OK,0.88,2.02,4.71,N,C,C
2018121500,2721,Punt,Return,49,4,OK,0.91,2.1,4.18,N,C,C
2018121500,2820,Punt,Out of Bounds,36,NA,OK,0.84,2.08,3.3,N,R,R
2018121500,2942,Punt,Fair Catch,50,NA,OK,0.91,2.12,4.9,N,R,R
2018121500,3166,Field Goal,Kick Attempt Good,49,NA,NA,NA,NA,NA,NA,NA,NA
2018121500,3654,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121500,3911,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121500,4171,Field Goal,Kick Attempt Good,40,NA,NA,NA,NA,NA,NA,NA,NA
2018121501,118,Punt,Return,40,1,OK,0.85,2.09,4.65,N,C,C
2018121501,247,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121501,363,Punt,Downed,38,NA,OK,0.86,2.35,3.35,N,C,C
2018121501,449,Punt,Fair Catch,49,NA,OK,NA,NA,4.42,N,R,R
2018121501,878,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121501,1066,Punt,Fair Catch,37,NA,OK,0.85,2.14,4.69,A,C,C
2018121501,1378,Field Goal,Kick Attempt Good,44,NA,NA,NA,NA,NA,NA,NA,NA
2018121501,1694,Field Goal,Kick Attempt Good,40,NA,NA,NA,NA,NA,NA,NA,NA
2018121501,2054,Punt,Return,52,0,OK,0.73,1.96,4.62,N,C,C
2018121501,2166,Punt,Return,46,8,OK,0.9,2.13,4.32,A,C,C
2018121501,3081,Field Goal,Kick Attempt Good,42,NA,NA,NA,NA,NA,NA,NA,NA
2018121501,3285,Punt,Return,56,0,OK,0.85,2.12,4.65,N,R,R
2018121501,3512,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121501,3904,Field Goal,Kick Attempt Good,29,NA,NA,NA,NA,NA,NA,NA,NA
2018121600,226,Punt,Return,40,16,OK,0.82,2.15,3.77,N,C,C
2018121600,529,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121600,624,Punt,Fair Catch,38,NA,OK,0.8,2.27,3.91,N,L,L
2018121600,693,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121600,863,Punt,Fair Catch,37,NA,OK,0.85,2.07,4.15,N,C,C
2018121600,973,Field Goal,Kick Attempt Good,22,NA,NA,NA,NA,NA,NA,NA,NA
2018121600,1265,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121600,1374,Punt,Return,64,10,OK,0.91,2.32,4.15,N,C,C
2018121600,1669,Field Goal,Kick Attempt Good,33,NA,NA,NA,NA,NA,NA,NA,NA
2018121600,1794,Punt,Fair Catch,44,NA,OK,0.96,2.11,4.41,A,C,C
2018121600,1888,Punt,Downed,41,NA,OK,0.86,2.24,4.17,N,C,C
2018121600,2536,Punt,Fair Catch,45,NA,OK,0.95,2.21,4.91,N,L,L
2018121600,2753,Punt,Return,42,8,<,0.75,2.22,4.52,A,C,C
2018121600,2880,Punt,Fair Catch,36,NA,H,0.93,2.31,4.2,N,L,L
2018121600,3004,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121600,3190,Punt,Out of Bounds,52,NA,OK,0.9,2.22,4.23,N,R,R
2018121600,3539,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121600,3673,Punt,Return,58,0,OK,0.9,2.31,4.59,N,R,R
2018121600,3776,Punt,Fair Catch,50,NA,OK,0.83,2.17,5.3,N,C,C
2018121600,4170,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121600,4305,Punt,Return,55,7,OK,0.8,2.24,4.67,N,R,R
2018121601,148,Punt,Touchback,44,NA,OK,0.88,2.12,3.99,A,C,C
2018121601,268,Punt,Out of Bounds,29,NA,OK,0.79,2.21,4.01,A,L,L
2018121601,450,Punt,Fair Catch,38,NA,OK,0.82,2.25,4.25,N,C,C
2018121601,574,Punt,Out of Bounds,50,NA,OK,0.84,2.16,3.92,A,L,L
2018121601,709,Punt,Downed,48,NA,OK,0.83,2.14,3.85,N,L,L
2018121601,1136,Extra Point,Non-Special Teams Result,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121601,1615,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121601,1860,Field Goal,Kick Attempt Good,21,NA,NA,NA,NA,NA,NA,NA,NA
2018121601,2102,Field Goal,Kick Attempt Good,24,NA,NA,NA,NA,NA,NA,NA,NA
2018121601,2459,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121601,2603,Punt,Muffed,33,NA,OK,0.88,2.22,4.47,A,C,C
2018121601,3160,Field Goal,Kick Attempt Good,35,NA,NA,NA,NA,NA,NA,NA,NA
2018121601,3369,Punt,Return,48,12,L,0.86,2.09,4.26,A,C,C
2018121602,367,Punt,Touchback,36,NA,OK,0.88,2.16,4.4,A,C,C
2018121602,519,Punt,Fair Catch,36,NA,OK,0.88,2.12,4.13,A,L,L
2018121602,688,Punt,Fair Catch,39,NA,OK,0.87,2.2,3.69,N,C,C
2018121602,1020,Extra Point,Non-Special Teams Result,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121602,1251,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121602,1587,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121602,1756,Punt,Fair Catch,38,NA,OK,0.87,2.11,4.37,N,C,C
2018121602,1911,Punt,Return,50,0,OK,0.81,2.15,3.71,A,L,L
2018121602,2230,Punt,Fair Catch,36,NA,OK,0.76,2.01,4.4,A,C,C
2018121602,2468,Punt,Fair Catch,38,NA,OK,0.9,2.06,4.15,A,C,C
2018121602,2574,Punt,Return,55,10,OK,0.84,2.21,4.59,N,C,C
2018121602,3113,Punt,Touchback,55,NA,OK,0.81,2.03,3.11,A,L,L
2018121602,3208,Punt,Return,52,0,OK,0.93,2.16,4.37,N,C,C
2018121602,3330,Punt,Return,42,1,OK,0.78,2.16,4.33,N,C,C
2018121602,3485,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121602,3702,Field Goal,Kick Attempt No Good,48,NA,NA,NA,NA,NA,NA,NA,NA
2018121602,3807,Punt,Return,42,12,OK,0.74,1.97,4.04,N,C,L
2018121602,3915,Punt,Fair Catch,43,NA,H,0.77,2.16,4.33,N,L,L
2018121603,202,Punt,Downed,44,NA,OK,0.88,2.18,4.72,A,C,C
2018121603,415,Punt,Out of Bounds,41,NA,OK,0.9,2.19,4.79,N,L,L
2018121603,732,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121603,937,Punt,Fair Catch,38,NA,<,0.9,2.1,4.12,A,C,C
2018121603,1052,Punt,Out of Bounds,44,NA,OK,0.83,2.17,3.99,A,L,L
2018121603,1315,Field Goal,Kick Attempt Good,41,NA,NA,NA,NA,NA,NA,NA,NA
2018121603,1624,Punt,Downed,38,NA,OK,0.85,2.13,4.24,A,L,L
2018121603,1774,Punt,Fair Catch,50,NA,OK,0.8,2.14,4.61,N,R,R
2018121603,1961,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121603,2423,Field Goal,Kick Attempt Good,43,NA,NA,NA,NA,NA,NA,NA,NA
2018121603,2601,Punt,Non-Special Teams Result,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121603,3205,Punt,Return,40,9,OK,0.82,2.06,4.41,N,R,R
2018121603,3490,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121603,3600,Punt,Return,39,44,OK,0.8,2.15,3.93,N,C,C
2018121603,3744,Field Goal,Kick Attempt Good,24,NA,NA,NA,NA,NA,NA,NA,NA
2018121603,4171,Punt,Muffed,51,0,OK,0.88,2.11,4.82,A,L,L
2018121603,4489,Field Goal,Kick Attempt Good,45,NA,NA,NA,NA,NA,NA,NA,NA
2018121604,215,Punt,Return,38,4,OK,0.88,2.16,4.27,N,C,C
2018121604,330,Punt,Return,41,0,>,0.9,2.17,4.68,N,R,R
2018121604,581,Punt,Fair Catch,38,NA,OK,0.97,2.12,4.38,N,L,L
2018121604,814,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121604,1023,Punt,Fair Catch,32,NA,L,1.06,2.09,4.36,A,C,C
2018121604,1378,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121604,1637,Field Goal,Kick Attempt Good,34,NA,NA,NA,NA,NA,NA,NA,NA
2018121604,1836,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121604,2096,Field Goal,Kick Attempt Good,38,NA,NA,NA,NA,NA,NA,NA,NA
2018121604,2219,Punt,Fair Catch,39,NA,<,0.9,2.16,4.11,N,C,C
2018121604,2335,Punt,Fair Catch,50,NA,H,0.93,2.22,4.51,N,L,L
2018121604,2751,Punt,Fair Catch,40,NA,OK,0.95,2.17,4.35,A,R,R
2018121604,3013,Field Goal,Kick Attempt Good,50,NA,NA,NA,NA,NA,NA,NA,NA
2018121604,3121,Punt,Return,46,14,OK,0.91,2.11,3.99,N,R,R
2018121604,3315,Field Goal,Kick Attempt Good,27,NA,NA,NA,NA,NA,NA,NA,NA
2018121604,3698,Field Goal,Kick Attempt Good,23,NA,NA,NA,NA,NA,NA,NA,NA
2018121604,3821,Punt,Downed,40,NA,OK,0.93,2.2,4.53,N,L,L
2018121604,3921,Punt,Return,39,8,OK,0.95,2.22,3.54,N,L,L
2018121604,4070,Field Goal,Kick Attempt Good,40,NA,NA,NA,NA,NA,NA,NA,NA
2018121604,4159,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121604,4261,Punt,Fair Catch,42,NA,OK,0.83,2.15,3.81,N,R,R
2018121605,270,Field Goal,Blocked Kick Attempt,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121605,550,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121605,2244,Field Goal,Kick Attempt Good,43,NA,NA,NA,NA,NA,NA,NA,NA
2018121605,2503,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121605,2991,Field Goal,Kick Attempt Good,44,NA,NA,NA,NA,NA,NA,NA,NA
2018121605,3603,Field Goal,Kick Attempt Good,23,NA,NA,NA,NA,NA,NA,NA,NA
2018121606,288,Punt,Downed,35,NA,H,0.87,2.16,4.3,A,L,L
2018121606,448,Punt,Fair Catch,42,NA,OK,0.92,2.23,4.02,N,R,R
2018121606,727,Field Goal,Kick Attempt Good,46,NA,NA,NA,NA,NA,NA,NA,NA
2018121606,855,Punt,Return,45,5,OK,0.92,2.24,4.08,A,L,L
2018121606,1029,Punt,Return,49,9,OK,0.9,2.1,4.41,N,R,R
2018121606,1149,Punt,Fair Catch,42,NA,OK,0.87,2.21,4.39,A,L,L
2018121606,1290,Punt,Downed,30,NA,OK,0.97,2.27,2.42,N,C,C
2018121606,1566,Field Goal,Kick Attempt Good,33,NA,NA,NA,NA,NA,NA,NA,NA
2018121606,1721,Punt,Downed,58,NA,OK,0.9,1.99,4.4,N,C,C
2018121606,1827,Punt,Muffed,72,0,OK,0.84,2.17,4.82,N,C,C
2018121606,1977,Punt,Return,52,74,OK,0.85,2.17,4.37,N,C,C
2018121606,2004,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121606,2494,Field Goal,Kick Attempt Good,33,NA,NA,NA,NA,NA,NA,NA,NA
2018121606,2639,Punt,Return,61,6,OK,0.94,2.27,4.44,N,C,C
2018121606,2859,Punt,Return,55,1,OK,0.87,2.16,4.5,N,C,C
2018121606,3124,Field Goal,Kick Attempt Good,41,NA,NA,NA,NA,NA,NA,NA,NA
2018121606,3916,Field Goal,Kick Attempt Good,36,NA,NA,NA,NA,NA,NA,NA,NA
2018121607,234,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121607,370,Punt,Return,48,21,OK,0.94,2.4,4.44,N,C,C
2018121607,574,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121607,692,Punt,Return,52,8,L,0.86,2.14,4.58,N,L,L
2018121607,943,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121607,1139,Punt,Touchback,44,NA,OK,0.96,2.14,4.51,A,R,R
2018121607,1463,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121607,1569,Punt,Return,46,8,OK,0.89,2,4.83,N,R,R
2018121607,1992,Field Goal,Kick Attempt Good,25,NA,NA,NA,NA,NA,NA,NA,NA
2018121607,2103,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121607,2203,Punt,Out of Bounds,44,NA,OK,0.9,2.04,4.76,N,R,R
2018121607,2353,Punt,Return,63,70,OK,0.95,2.22,5,N,C,C
2018121607,2445,Field Goal,Kick Attempt Good,36,NA,NA,NA,NA,NA,NA,NA,NA
2018121607,2545,Punt,Return,63,17,OK,0.9,2.25,4.17,N,L,L
2018121607,2739,Punt,Muffed,37,NA,OK,0.86,1.99,3.1,N,R,R
2018121607,2893,Punt,Return,42,0,OK,0.9,2.32,3.99,N,C,C
2018121607,3141,Field Goal,Kick Attempt Good,34,NA,NA,NA,NA,NA,NA,NA,NA
2018121607,3239,Punt,Out of Bounds,39,NA,OK,0.9,2.23,4.76,N,R,R
2018121607,3350,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121607,3550,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121608,275,Field Goal,Kick Attempt No Good,48,NA,NA,NA,NA,NA,NA,NA,NA
2018121608,388,Punt,Downed,40,NA,OK,0.99,2.42,3.03,N,C,C
2018121608,835,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121608,1149,Punt,Downed,38,NA,OK,0.99,2.26,4.73,A,L,L
2018121608,1356,Punt,Downed,42,NA,OK,0.81,2.14,4.43,A,L,L
2018121608,1578,Punt,Out of Bounds,32,NA,OK,1.01,2.33,4.38,A,L,L
2018121608,1730,Punt,Fair Catch,50,NA,OK,0.84,2.3,4.52,N,C,C
2018121608,1815,Punt,Return,50,8,<,0.96,2.38,3.93,N,C,C
2018121608,2070,Punt,Return,31,0,OK,0.86,2.21,4,A,C,C
2018121608,2193,Punt,Non-Special Teams Result,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121608,2915,Punt,Return,40,-2,OK,0.88,2.22,4.23,N,C,C
2018121608,3161,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121608,3274,Punt,Downed,35,NA,OK,1.03,2.33,3.71,N,C,C
2018121608,3377,Punt,Return,57,4,OK,0.89,2.21,4.51,N,R,R
2018121608,3531,Punt,Out of Bounds,42,NA,L,0.99,2.42,3.09,N,C,R
2018121608,3876,Field Goal,Kick Attempt Good,22,NA,NA,NA,NA,NA,NA,NA,NA
2018121609,152,Punt,Fair Catch,43,NA,OK,0.87,2.03,4.33,A,C,C
2018121609,426,Extra Point,Kick Attempt No Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121609,466,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121609,676,Punt,Downed,38,NA,OK,0.87,2.07,3.97,A,L,L
2018121609,1047,Punt,Downed,41,NA,OK,0.91,2.15,4.17,N,L,L
2018121609,1347,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121609,1603,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121609,1923,Field Goal,Kick Attempt Good,28,NA,NA,NA,NA,NA,NA,NA,NA
2018121609,2100,Punt,Out of Bounds,52,NA,OK,0.89,1.98,4.28,N,R,R
2018121609,2269,Punt,Return,55,11,OK,0.87,2.04,4.48,N,R,R
2018121609,2436,Punt,Touchback,55,NA,H,0.96,2.11,4.14,A,L,L
2018121609,2618,Punt,Return,54,4,OK,0.9,2.03,4.59,N,C,C
2018121609,2901,Field Goal,Kick Attempt Good,33,NA,NA,NA,NA,NA,NA,NA,NA
2018121609,3207,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121609,3490,Field Goal,Kick Attempt Good,45,NA,NA,NA,NA,NA,NA,NA,NA
2018121609,3768,Field Goal,Kick Attempt Good,48,NA,NA,NA,NA,NA,NA,NA,NA
2018121609,3887,Punt,Fair Catch,41,NA,OK,0.88,2.07,4.78,N,R,C
2018121609,4028,Punt,Touchback,65,NA,OK,0.81,1.95,4.72,N,R,R
2018121609,4205,Punt,Return,53,8,H,0.93,2.17,4.37,N,C,C
2018121609,4423,Punt,Touchback,62,NA,OK,0.85,1.98,4.34,N,R,C
2018121609,4613,Punt,Return,59,15,OK,0.82,2.07,4.74,N,C,C
2018121609,4837,Field Goal,Kick Attempt Good,36,NA,NA,NA,NA,NA,NA,NA,NA
2018121610,363,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121610,538,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121610,686,Punt,Fair Catch,44,NA,OK,0.84,2.24,4.31,N,C,C
2018121610,836,Punt,Downed,38,NA,OK,0.79,2.08,3.91,A,R,R
2018121610,1159,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121610,1339,Punt,Downed,52,NA,OK,0.86,2.26,4.47,A,L,L
2018121610,1598,Punt,Fair Catch,43,NA,OK,0.86,2.15,4.63,N,L,L
2018121610,1749,Punt,Fair Catch,34,NA,OK,0.82,2.13,5,A,C,C
2018121610,1997,Punt,Downed,46,NA,OK,0.87,2.21,3.15,N,L,L
2018121610,2174,Punt,Downed,37,NA,OK,0.85,2.16,3.7,N,L,L
2018121610,2416,Field Goal,Kick Attempt No Good,32,NA,NA,NA,NA,NA,NA,NA,NA
2018121610,2841,Field Goal,Kick Attempt Good,33,NA,NA,NA,NA,NA,NA,NA,NA
2018121610,3668,Field Goal,Kick Attempt Good,48,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,126,Punt,Return,65,13,OK,0.88,2.23,4.58,N,C,C
2018121611,344,Field Goal,Kick Attempt Good,51,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,779,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,1107,Field Goal,Kick Attempt Good,34,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,1528,Field Goal,Kick Attempt Good,41,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,1804,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,2104,Field Goal,Kick Attempt Good,36,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,2264,Punt,Return,56,-5,OK,0.88,2.09,4.65,N,C,C
2018121611,2359,Punt,Fair Catch,50,NA,OK,0.85,2.25,4.76,N,R,R
2018121611,2426,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,2543,Punt,Fair Catch,54,NA,OK,0.88,2.13,4.88,N,L,L
2018121611,2843,Field Goal,Kick Attempt Good,40,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,3036,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,3142,Punt,Non-Special Teams Result,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,3624,Field Goal,Kick Attempt Good,37,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,3852,Punt,Fair Catch,47,NA,OK,0.83,1.95,5.02,N,C,C
2018121611,4185,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121611,4369,Punt,Return,52,3,OK,0.84,1.98,4.81,N,C,C
2018121611,4529,Field Goal,Kick Attempt No Good,53,NA,NA,NA,NA,NA,NA,NA,NA
2018121700,231,Punt,Fair Catch,36,NA,OK,0.82,2,4.49,A,R,R
2018121700,430,Punt,Out of Bounds,46,NA,OK,0.85,2.11,4.77,N,R,R
2018121700,638,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018121700,774,Field Goal,Kick Attempt Good,46,NA,NA,NA,NA,NA,NA,NA,NA
2018121700,874,Punt,Fair Catch,41,NA,OK,0.88,2.1,4.44,N,C,C
2018121700,1273,Field Goal,Kick Attempt Good,24,NA,NA,NA,NA,NA,NA,NA,NA
2018121700,1445,Punt,Return,56,13,OK,0.86,2.08,4.22,N,R,R
2018121700,1681,Punt,Out of Bounds,34,NA,OK,0.84,2.14,4.55,N,R,R
2018121700,1803,Punt,Downed,33,NA,OK,0.88,2.14,4.33,N,C,C
2018121700,2302,Punt,Return,45,1,OK,0.87,2.09,4.61,N,R,R
2018121700,2417,Punt,Return,50,0,OK,0.89,2.08,4.59,N,L,L
2018121700,2668,Punt,Out of Bounds,43,NA,OK,0.91,2.18,4.37,N,R,R
2018121700,3464,Punt,Out of Bounds,23,NA,OK,0.83,1.92,4.3,N,R,R
2018122200,240,Field Goal,Kick Attempt Good,50,NA,NA,NA,NA,NA,NA,NA,NA
2018122200,572,Extra Point,Kick Attempt No Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122200,723,Punt,Fair Catch,50,NA,OK,1.04,2.31,4.05,N,R,R
2018122200,926,Punt,Fair Catch,40,NA,OK,0.78,2.13,4.13,A,C,C
2018122200,1426,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122200,1809,Field Goal,Kick Attempt Good,42,NA,NA,NA,NA,NA,NA,NA,NA
2018122200,1955,Punt,Downed,49,NA,<,0.8,2.11,4.73,N,C,C
2018122200,2047,Punt,Return,57,16,>,0.99,2.29,4.23,N,R,R
2018122200,2175,Punt,Fair Catch,30,NA,OK,0.8,2.15,4.04,A,L,L
2018122200,2468,Field Goal,Kick Attempt Good,40,NA,NA,NA,NA,NA,NA,NA,NA
2018122200,2739,Field Goal,Kick Attempt Good,33,NA,NA,NA,NA,NA,NA,NA,NA
2018122200,3062,Field Goal,Kick Attempt Good,46,NA,NA,NA,NA,NA,NA,NA,NA
2018122200,3303,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122200,3667,Punt,Out of Bounds,50,NA,L,0.76,2.01,4.46,N,R,R
2018122201,177,Field Goal,Kick Attempt Good,24,NA,NA,NA,NA,NA,NA,NA,NA
2018122201,280,Punt,Fair Catch,39,NA,OK,0.85,2.23,4.33,N,C,C
2018122201,660,Punt,Fair Catch,49,NA,OK,0.89,2.21,4.62,N,L,L
2018122201,1205,Punt,Return,47,19,OK,0.9,2.13,4.21,N,C,C
2018122201,1468,Field Goal,Kick Attempt Good,35,NA,NA,NA,NA,NA,NA,NA,NA
2018122201,1854,Field Goal,Kick Attempt Good,38,NA,NA,NA,NA,NA,NA,NA,NA
2018122201,2113,Field Goal,Kick Attempt No Good,65,NA,NA,NA,NA,NA,NA,NA,NA
2018122201,2290,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122201,2398,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122201,2554,Punt,Return,36,-2,OK,0.9,2.27,3.66,N,C,C
2018122201,2756,Field Goal,Kick Attempt Good,56,NA,NA,NA,NA,NA,NA,NA,NA
2018122201,2898,Punt,Out of Bounds,34,NA,OK,0.93,2.27,3.74,N,R,R
2018122201,3009,Punt,Fair Catch,39,NA,OK,0.78,2.14,4.27,A,C,C
2018122201,3184,Punt,Fair Catch,48,NA,OK,0.87,2.24,4.54,N,C,C
2018122201,3278,Punt,Return,54,9,OK,0.83,2.19,4.39,N,C,C
2018122201,3686,Punt,Return,57,24,OK,0.88,2.21,3.9,N,C,C
2018122300,133,Punt,Return,43,0,OK,0.87,2.12,4.58,N,C,C
2018122300,453,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122300,596,Punt,Downed,63,NA,OK,0.9,2.21,4.22,N,C,C
2018122300,912,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122300,1235,Punt,Return,51,-2,OK,0.91,2.25,3.35,N,C,C
2018122300,1579,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122300,1879,Field Goal,Kick Attempt Good,40,NA,NA,NA,NA,NA,NA,NA,NA
2018122300,2083,Punt,Downed,45,NA,OK,0.93,2,4.6,A,C,C
2018122300,2330,Punt,Fair Catch,42,NA,OK,0.9,2.23,4.35,A,C,C
2018122300,2544,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122300,2799,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122300,3048,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122300,3397,Field Goal,Kick Attempt Good,27,NA,NA,NA,NA,NA,NA,NA,NA
2018122300,3616,Punt,Downed,35,NA,<,0.92,2.01,4.39,A,L,L
2018122300,3761,Punt,Return,52,5,H,0.84,2.12,4.83,N,C,C
2018122300,4071,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122302,280,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122302,688,Extra Point,Kick Attempt Good,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018122302,813,Punt,Return,41,11,OK,0.92,2.18,3.56,N,C,C
