raceId,raceYear,driverId,constructorId,driverFirstName,driverLastName
882,2013,821,15,Esteban,GutiÃ©rrez
883,2013,20,9,Sebastian,Vettel
883,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
883,2013,154,208,Romain,Grosjean
883,2013,814,10,Paul,di Resta
883,2013,1,131,Lewis,Hamilton
883,2013,815,1,Sergio,PÃ©rez
883,2013,17,9,Mark,Webber
883,2013,4,6,Fernando,Alonso
883,2013,3,131,Nico,Rosberg
883,2013,18,1,Jenson,Button
883,2013,813,3,Pastor,Maldonado
883,2013,807,15,Nico,HÃ¼lkenberg
883,2013,16,10,Adrian,Sutil
883,2013,822,3,Valtteri,Bottas
883,2013,13,6,Felipe,Massa
883,2013,817,5,Daniel,Ricciardo
883,2013,819,207,Charles,Pic
883,2013,821,15,Esteban,GutiÃ©rrez
883,2013,824,206,Jules,Bianchi
883,2013,820,206,Max,Chilton
883,2013,823,207,Giedo,van der Garde
883,2013,818,5,Jean-Ã‰ric,Vergne
884,2013,4,6,Fernando,Alonso
884,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
884,2013,13,6,Felipe,Massa
884,2013,20,9,Sebastian,Vettel
884,2013,17,9,Mark,Webber
884,2013,3,131,Nico,Rosberg
884,2013,814,10,Paul,di Resta
884,2013,18,1,Jenson,Button
884,2013,815,1,Sergio,PÃ©rez
884,2013,817,5,Daniel,Ricciardo
884,2013,821,15,Esteban,GutiÃ©rrez
884,2013,1,131,Lewis,Hamilton
884,2013,16,10,Adrian,Sutil
884,2013,813,3,Pastor,Maldonado
884,2013,807,15,Nico,HÃ¼lkenberg
884,2013,822,3,Valtteri,Bottas
884,2013,819,207,Charles,Pic
884,2013,824,206,Jules,Bianchi
884,2013,820,206,Max,Chilton
884,2013,818,5,Jean-Ã‰ric,Vergne
884,2013,823,207,Giedo,van der Garde
884,2013,154,208,Romain,Grosjean
885,2013,3,131,Nico,Rosberg
885,2013,20,9,Sebastian,Vettel
885,2013,17,9,Mark,Webber
885,2013,1,131,Lewis,Hamilton
885,2013,16,10,Adrian,Sutil
885,2013,18,1,Jenson,Button
885,2013,4,6,Fernando,Alonso
885,2013,818,5,Jean-Ã‰ric,Vergne
885,2013,814,10,Paul,di Resta
885,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
885,2013,807,15,Nico,HÃ¼lkenberg
885,2013,822,3,Valtteri,Bottas
885,2013,821,15,Esteban,GutiÃ©rrez
885,2013,820,206,Max,Chilton
885,2013,823,207,Giedo,van der Garde
885,2013,815,1,Sergio,PÃ©rez
885,2013,154,208,Romain,Grosjean
885,2013,817,5,Daniel,Ricciardo
885,2013,824,206,Jules,Bianchi
885,2013,813,3,Pastor,Maldonado
885,2013,13,6,Felipe,Massa
885,2013,819,207,Charles,Pic
886,2013,20,9,Sebastian,Vettel
886,2013,4,6,Fernando,Alonso
886,2013,1,131,Lewis,Hamilton
886,2013,17,9,Mark,Webber
886,2013,3,131,Nico,Rosberg
886,2013,818,5,Jean-Ã‰ric,Vergne
886,2013,814,10,Paul,di Resta
886,2013,13,6,Felipe,Massa
886,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
886,2013,16,10,Adrian,Sutil
886,2013,815,1,Sergio,PÃ©rez
886,2013,18,1,Jenson,Button
886,2013,154,208,Romain,Grosjean
886,2013,822,3,Valtteri,Bottas
886,2013,817,5,Daniel,Ricciardo
886,2013,813,3,Pastor,Maldonado
886,2013,824,206,Jules,Bianchi
886,2013,819,207,Charles,Pic
886,2013,820,206,Max,Chilton
886,2013,821,15,Esteban,GutiÃ©rrez
886,2013,807,15,Nico,HÃ¼lkenberg
886,2013,823,207,Giedo,van der Garde
887,2013,3,131,Nico,Rosberg
887,2013,17,9,Mark,Webber
887,2013,4,6,Fernando,Alonso
887,2013,1,131,Lewis,Hamilton
887,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
887,2013,13,6,Felipe,Massa
887,2013,16,10,Adrian,Sutil
887,2013,817,5,Daniel,Ricciardo
887,2013,814,10,Paul,di Resta
887,2013,807,15,Nico,HÃ¼lkenberg
887,2013,813,3,Pastor,Maldonado
887,2013,822,3,Valtteri,Bottas
887,2013,18,1,Jenson,Button
887,2013,821,15,Esteban,GutiÃ©rrez
887,2013,819,207,Charles,Pic
887,2013,824,206,Jules,Bianchi
887,2013,820,206,Max,Chilton
887,2013,823,207,Giedo,van der Garde
887,2013,154,208,Romain,Grosjean
887,2013,815,1,Sergio,PÃ©rez
887,2013,20,9,Sebastian,Vettel
887,2013,818,5,Jean-Ã‰ric,Vergne
888,2013,20,9,Sebastian,Vettel
888,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
888,2013,154,208,Romain,Grosjean
888,2013,4,6,Fernando,Alonso
888,2013,1,131,Lewis,Hamilton
888,2013,18,1,Jenson,Button
888,2013,17,9,Mark,Webber
888,2013,815,1,Sergio,PÃ©rez
888,2013,3,131,Nico,Rosberg
888,2013,807,15,Nico,HÃ¼lkenberg
888,2013,814,10,Paul,di Resta
888,2013,817,5,Daniel,Ricciardo
888,2013,16,10,Adrian,Sutil
888,2013,821,15,Esteban,GutiÃ©rrez
888,2013,813,3,Pastor,Maldonado
888,2013,822,3,Valtteri,Bottas
888,2013,819,207,Charles,Pic
888,2013,823,207,Giedo,van der Garde
888,2013,820,206,Max,Chilton
888,2013,818,5,Jean-Ã‰ric,Vergne
888,2013,824,206,Jules,Bianchi
888,2013,13,6,Felipe,Massa
890,2013,1,131,Lewis,Hamilton
890,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
890,2013,20,9,Sebastian,Vettel
890,2013,17,9,Mark,Webber
890,2013,4,6,Fernando,Alonso
890,2013,154,208,Romain,Grosjean
890,2013,18,1,Jenson,Button
890,2013,13,6,Felipe,Massa
890,2013,815,1,Sergio,PÃ©rez
890,2013,813,3,Pastor,Maldonado
890,2013,807,15,Nico,HÃ¼lkenberg
890,2013,818,5,Jean-Ã‰ric,Vergne
890,2013,817,5,Daniel,Ricciardo
890,2013,823,207,Giedo,van der Garde
890,2013,819,207,Charles,Pic
890,2013,824,206,Jules,Bianchi
890,2013,820,206,Max,Chilton
890,2013,814,10,Paul,di Resta
890,2013,3,131,Nico,Rosberg
890,2013,822,3,Valtteri,Bottas
890,2013,821,15,Esteban,GutiÃ©rrez
890,2013,16,10,Adrian,Sutil
891,2013,20,9,Sebastian,Vettel
891,2013,4,6,Fernando,Alonso
891,2013,1,131,Lewis,Hamilton
891,2013,3,131,Nico,Rosberg
891,2013,17,9,Mark,Webber
891,2013,18,1,Jenson,Button
891,2013,13,6,Felipe,Massa
891,2013,154,208,Romain,Grosjean
891,2013,16,10,Adrian,Sutil
891,2013,817,5,Daniel,Ricciardo
891,2013,815,1,Sergio,PÃ©rez
891,2013,818,5,Jean-Ã‰ric,Vergne
891,2013,807,15,Nico,HÃ¼lkenberg
891,2013,821,15,Esteban,GutiÃ©rrez
891,2013,822,3,Valtteri,Bottas
891,2013,823,207,Giedo,van der Garde
891,2013,813,3,Pastor,Maldonado
891,2013,824,206,Jules,Bianchi
891,2013,820,206,Max,Chilton
891,2013,814,10,Paul,di Resta
891,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
891,2013,819,207,Charles,Pic
892,2013,20,9,Sebastian,Vettel
892,2013,4,6,Fernando,Alonso
892,2013,17,9,Mark,Webber
892,2013,13,6,Felipe,Massa
892,2013,807,15,Nico,HÃ¼lkenberg
892,2013,3,131,Nico,Rosberg
892,2013,817,5,Daniel,Ricciardo
892,2013,154,208,Romain,Grosjean
892,2013,1,131,Lewis,Hamilton
892,2013,18,1,Jenson,Button
892,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
892,2013,815,1,Sergio,PÃ©rez
892,2013,821,15,Esteban,GutiÃ©rrez
892,2013,813,3,Pastor,Maldonado
892,2013,822,3,Valtteri,Bottas
892,2013,16,10,Adrian,Sutil
892,2013,819,207,Charles,Pic
892,2013,823,207,Giedo,van der Garde
892,2013,824,206,Jules,Bianchi
892,2013,820,206,Max,Chilton
892,2013,818,5,Jean-Ã‰ric,Vergne
892,2013,814,10,Paul,di Resta
893,2013,20,9,Sebastian,Vettel
893,2013,4,6,Fernando,Alonso
893,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
893,2013,3,131,Nico,Rosberg
893,2013,1,131,Lewis,Hamilton
893,2013,13,6,Felipe,Massa
893,2013,18,1,Jenson,Button
893,2013,815,1,Sergio,PÃ©rez
893,2013,807,15,Nico,HÃ¼lkenberg
893,2013,16,10,Adrian,Sutil
893,2013,813,3,Pastor,Maldonado
893,2013,821,15,Esteban,GutiÃ©rrez
893,2013,822,3,Valtteri,Bottas
893,2013,818,5,Jean-Ã‰ric,Vergne
893,2013,17,9,Mark,Webber
893,2013,823,207,Giedo,van der Garde
893,2013,820,206,Max,Chilton
893,2013,824,206,Jules,Bianchi
893,2013,819,207,Charles,Pic
893,2013,814,10,Paul,di Resta
893,2013,154,208,Romain,Grosjean
893,2013,817,5,Daniel,Ricciardo
894,2013,20,9,Sebastian,Vettel
894,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
894,2013,154,208,Romain,Grosjean
894,2013,807,15,Nico,HÃ¼lkenberg
894,2013,1,131,Lewis,Hamilton
894,2013,4,6,Fernando,Alonso
894,2013,3,131,Nico,Rosberg
894,2013,18,1,Jenson,Button
894,2013,13,6,Felipe,Massa
894,2013,815,1,Sergio,PÃ©rez
894,2013,821,15,Esteban,GutiÃ©rrez
894,2013,822,3,Valtteri,Bottas
894,2013,813,3,Pastor,Maldonado
894,2013,819,207,Charles,Pic
894,2013,823,207,Giedo,van der Garde
894,2013,824,206,Jules,Bianchi
894,2013,820,206,Max,Chilton
894,2013,818,5,Jean-Ã‰ric,Vergne
894,2013,817,5,Daniel,Ricciardo
894,2013,16,10,Adrian,Sutil
894,2013,17,9,Mark,Webber
894,2013,814,10,Paul,di Resta
895,2013,20,9,Sebastian,Vettel
895,2013,17,9,Mark,Webber
895,2013,154,208,Romain,Grosjean
895,2013,4,6,Fernando,Alonso
895,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
895,2013,807,15,Nico,HÃ¼lkenberg
895,2013,821,15,Esteban,GutiÃ©rrez
895,2013,3,131,Nico,Rosberg
895,2013,18,1,Jenson,Button
895,2013,13,6,Felipe,Massa
895,2013,814,10,Paul,di Resta
895,2013,818,5,Jean-Ã‰ric,Vergne
895,2013,817,5,Daniel,Ricciardo
895,2013,16,10,Adrian,Sutil
895,2013,815,1,Sergio,PÃ©rez
895,2013,813,3,Pastor,Maldonado
895,2013,822,3,Valtteri,Bottas
895,2013,819,207,Charles,Pic
895,2013,820,206,Max,Chilton
895,2013,1,131,Lewis,Hamilton
895,2013,823,207,Giedo,van der Garde
895,2013,824,206,Jules,Bianchi
896,2013,20,9,Sebastian,Vettel
896,2013,3,131,Nico,Rosberg
896,2013,154,208,Romain,Grosjean
896,2013,13,6,Felipe,Massa
896,2013,815,1,Sergio,PÃ©rez
896,2013,1,131,Lewis,Hamilton
896,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
896,2013,814,10,Paul,di Resta
896,2013,16,10,Adrian,Sutil
896,2013,817,5,Daniel,Ricciardo
896,2013,4,6,Fernando,Alonso
896,2013,813,3,Pastor,Maldonado
896,2013,818,5,Jean-Ã‰ric,Vergne
896,2013,18,1,Jenson,Button
896,2013,821,15,Esteban,GutiÃ©rrez
896,2013,822,3,Valtteri,Bottas
896,2013,820,206,Max,Chilton
896,2013,824,206,Jules,Bianchi
896,2013,807,15,Nico,HÃ¼lkenberg
896,2013,17,9,Mark,Webber
896,2013,819,207,Charles,Pic
896,2013,823,207,Giedo,van der Garde
897,2013,20,9,Sebastian,Vettel
897,2013,17,9,Mark,Webber
897,2013,3,131,Nico,Rosberg
897,2013,154,208,Romain,Grosjean
897,2013,4,6,Fernando,Alonso
897,2013,814,10,Paul,di Resta
897,2013,1,131,Lewis,Hamilton
897,2013,13,6,Felipe,Massa
897,2013,815,1,Sergio,PÃ©rez
897,2013,16,10,Adrian,Sutil
897,2013,813,3,Pastor,Maldonado
897,2013,18,1,Jenson,Button
897,2013,821,15,Esteban,GutiÃ©rrez
897,2013,807,15,Nico,HÃ¼lkenberg
897,2013,822,3,Valtteri,Bottas
897,2013,817,5,Daniel,Ricciardo
897,2013,818,5,Jean-Ã‰ric,Vergne
897,2013,823,207,Giedo,van der Garde
897,2013,819,207,Charles,Pic
897,2013,824,206,Jules,Bianchi
897,2013,820,206,Max,Chilton
897,2013,8,208,Kimi,RÃ¤ikkÃ¶nen
898,2013,20,9,Sebastian,Vettel
898,2013,154,208,Romain,Grosjean
898,2013,17,9,Mark,Webber
898,2013,1,131,Lewis,Hamilton
898,2013,4,6,Fernando,Alonso
898,2013,807,15,Nico,HÃ¼lkenberg
898,2013,815,1,Sergio,PÃ©rez
898,2013,822,3,Valtteri,Bottas
898,2013,3,131,Nico,Rosberg
898,2013,18,1,Jenson,Button
898,2013,817,5,Daniel,Ricciardo
898,2013,818,5,Jean-Ã‰ric,Vergne
898,2013,13,6,Felipe,Massa
898,2013,821,15,Esteban,GutiÃ©rrez
898,2013,5,208,Heikki,Kovalainen
898,2013,814,10,Paul,di Resta
898,2013,813,3,Pastor,Maldonado
898,2013,824,206,Jules,Bianchi
898,2013,823,207,Giedo,van der Garde
898,2013,819,207,Charles,Pic
898,2013,820,206,Max,Chilton
898,2013,16,10,Adrian,Sutil
899,2013,20,9,Sebastian,Vettel
899,2013,17,9,Mark,Webber
899,2013,4,6,Fernando,Alonso
899,2013,18,1,Jenson,Button
899,2013,3,131,Nico,Rosberg
899,2013,815,1,Sergio,PÃ©rez
899,2013,13,6,Felipe,Massa
899,2013,807,15,Nico,HÃ¼lkenberg
899,2013,1,131,Lewis,Hamilton
899,2013,817,5,Daniel,Ricciardo
899,2013,814,10,Paul,di Resta
899,2013,821,15,Esteban,GutiÃ©rrez
899,2013,16,10,Adrian,Sutil
899,2013,5,208,Heikki,Kovalainen
899,2013,818,5,Jean-Ã‰ric,Vergne
899,2013,813,3,Pastor,Maldonado
899,2013,824,206,Jules,Bianchi
899,2013,823,207,Giedo,van der Garde
899,2013,820,206,Max,Chilton
899,2013,819,207,Charles,Pic
899,2013,822,3,Valtteri,Bottas
899,2013,154,208,Romain,Grosjean
900,2014,3,131,Nico,Rosberg
900,2014,825,1,Kevin,Magnussen
900,2014,18,1,Jenson,Button
900,2014,4,6,Fernando,Alonso
900,2014,822,3,Valtteri,Bottas
900,2014,807,10,Nico,HÃ¼lkenberg
900,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
900,2014,818,5,Jean-Ã‰ric,Vergne
900,2014,826,5,Daniil,Kvyat
900,2014,815,10,Sergio,PÃ©rez
900,2014,16,15,Adrian,Sutil
900,2014,821,15,Esteban,GutiÃ©rrez
900,2014,820,206,Max,Chilton
900,2014,824,206,Jules,Bianchi
900,2014,154,208,Romain,Grosjean
900,2014,813,208,Pastor,Maldonado
900,2014,828,207,Marcus,Ericsson
900,2014,20,9,Sebastian,Vettel
900,2014,1,131,Lewis,Hamilton
900,2014,13,3,Felipe,Massa
900,2014,155,207,Kamui,Kobayashi
900,2014,817,9,Daniel,Ricciardo
901,2014,1,131,Lewis,Hamilton
901,2014,3,131,Nico,Rosberg
901,2014,20,9,Sebastian,Vettel
901,2014,4,6,Fernando,Alonso
901,2014,807,10,Nico,HÃ¼lkenberg
901,2014,18,1,Jenson,Button
901,2014,13,3,Felipe,Massa
901,2014,822,3,Valtteri,Bottas
901,2014,825,1,Kevin,Magnussen
901,2014,826,5,Daniil,Kvyat
901,2014,154,208,Romain,Grosjean
901,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
901,2014,155,207,Kamui,Kobayashi
901,2014,828,207,Marcus,Ericsson
901,2014,820,206,Max,Chilton
901,2014,817,9,Daniel,Ricciardo
901,2014,821,15,Esteban,GutiÃ©rrez
901,2014,16,15,Adrian,Sutil
901,2014,818,5,Jean-Ã‰ric,Vergne
901,2014,824,206,Jules,Bianchi
901,2014,813,208,Pastor,Maldonado
901,2014,815,10,Sergio,PÃ©rez
902,2014,1,131,Lewis,Hamilton
902,2014,3,131,Nico,Rosberg
902,2014,815,10,Sergio,PÃ©rez
902,2014,817,9,Daniel,Ricciardo
902,2014,807,10,Nico,HÃ¼lkenberg
902,2014,20,9,Sebastian,Vettel
902,2014,13,3,Felipe,Massa
902,2014,822,3,Valtteri,Bottas
902,2014,4,6,Fernando,Alonso
902,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
902,2014,826,5,Daniil,Kvyat
902,2014,154,208,Romain,Grosjean
902,2014,820,206,Max,Chilton
902,2014,813,208,Pastor,Maldonado
902,2014,155,207,Kamui,Kobayashi
902,2014,824,206,Jules,Bianchi
902,2014,18,1,Jenson,Button
902,2014,825,1,Kevin,Magnussen
902,2014,821,15,Esteban,GutiÃ©rrez
902,2014,828,207,Marcus,Ericsson
902,2014,818,5,Jean-Ã‰ric,Vergne
902,2014,16,15,Adrian,Sutil
903,2014,1,131,Lewis,Hamilton
903,2014,3,131,Nico,Rosberg
903,2014,4,6,Fernando,Alonso
903,2014,817,9,Daniel,Ricciardo
903,2014,20,9,Sebastian,Vettel
903,2014,807,10,Nico,HÃ¼lkenberg
903,2014,822,3,Valtteri,Bottas
903,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
903,2014,815,10,Sergio,PÃ©rez
903,2014,826,5,Daniil,Kvyat
903,2014,18,1,Jenson,Button
903,2014,818,5,Jean-Ã‰ric,Vergne
903,2014,825,1,Kevin,Magnussen
903,2014,813,208,Pastor,Maldonado
903,2014,13,3,Felipe,Massa
903,2014,821,15,Esteban,GutiÃ©rrez
903,2014,824,206,Jules,Bianchi
903,2014,155,207,Kamui,Kobayashi
903,2014,820,206,Max,Chilton
903,2014,828,207,Marcus,Ericsson
903,2014,154,208,Romain,Grosjean
903,2014,16,15,Adrian,Sutil
904,2014,1,131,Lewis,Hamilton
904,2014,3,131,Nico,Rosberg
904,2014,817,9,Daniel,Ricciardo
904,2014,20,9,Sebastian,Vettel
904,2014,822,3,Valtteri,Bottas
904,2014,4,6,Fernando,Alonso
904,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
904,2014,154,208,Romain,Grosjean
904,2014,815,10,Sergio,PÃ©rez
904,2014,807,10,Nico,HÃ¼lkenberg
904,2014,18,1,Jenson,Button
904,2014,825,1,Kevin,Magnussen
904,2014,13,3,Felipe,Massa
904,2014,826,5,Daniil,Kvyat
904,2014,813,208,Pastor,Maldonado
904,2014,821,15,Esteban,GutiÃ©rrez
904,2014,16,15,Adrian,Sutil
904,2014,824,206,Jules,Bianchi
904,2014,820,206,Max,Chilton
904,2014,828,207,Marcus,Ericsson
904,2014,155,207,Kamui,Kobayashi
904,2014,818,5,Jean-Ã‰ric,Vergne
905,2014,3,131,Nico,Rosberg
905,2014,1,131,Lewis,Hamilton
905,2014,817,9,Daniel,Ricciardo
905,2014,4,6,Fernando,Alonso
905,2014,807,10,Nico,HÃ¼lkenberg
905,2014,18,1,Jenson,Button
905,2014,13,3,Felipe,Massa
905,2014,154,208,Romain,Grosjean
905,2014,824,206,Jules,Bianchi
905,2014,825,1,Kevin,Magnussen
905,2014,828,207,Marcus,Ericsson
905,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
905,2014,155,207,Kamui,Kobayashi
905,2014,820,206,Max,Chilton
905,2014,821,15,Esteban,GutiÃ©rrez
905,2014,822,3,Valtteri,Bottas
905,2014,818,5,Jean-Ã‰ric,Vergne
905,2014,16,15,Adrian,Sutil
905,2014,826,5,Daniil,Kvyat
905,2014,20,9,Sebastian,Vettel
905,2014,815,10,Sergio,PÃ©rez
905,2014,813,208,Pastor,Maldonado
906,2014,817,9,Daniel,Ricciardo
906,2014,3,131,Nico,Rosberg
906,2014,20,9,Sebastian,Vettel
906,2014,18,1,Jenson,Button
906,2014,807,10,Nico,HÃ¼lkenberg
906,2014,4,6,Fernando,Alonso
906,2014,822,3,Valtteri,Bottas
906,2014,818,5,Jean-Ã‰ric,Vergne
906,2014,825,1,Kevin,Magnussen
906,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
906,2014,815,10,Sergio,PÃ©rez
906,2014,13,3,Felipe,Massa
906,2014,16,15,Adrian,Sutil
906,2014,821,15,Esteban,GutiÃ©rrez
906,2014,154,208,Romain,Grosjean
906,2014,826,5,Daniil,Kvyat
906,2014,1,131,Lewis,Hamilton
906,2014,155,207,Kamui,Kobayashi
906,2014,813,208,Pastor,Maldonado
906,2014,828,207,Marcus,Ericsson
906,2014,820,206,Max,Chilton
906,2014,824,206,Jules,Bianchi
907,2014,3,131,Nico,Rosberg
907,2014,1,131,Lewis,Hamilton
907,2014,822,3,Valtteri,Bottas
907,2014,13,3,Felipe,Massa
907,2014,4,6,Fernando,Alonso
907,2014,815,10,Sergio,PÃ©rez
907,2014,825,1,Kevin,Magnussen
907,2014,817,9,Daniel,Ricciardo
907,2014,807,10,Nico,HÃ¼lkenberg
907,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
907,2014,18,1,Jenson,Button
907,2014,813,208,Pastor,Maldonado
907,2014,16,15,Adrian,Sutil
907,2014,154,208,Romain,Grosjean
907,2014,824,206,Jules,Bianchi
907,2014,155,207,Kamui,Kobayashi
907,2014,820,206,Max,Chilton
907,2014,828,207,Marcus,Ericsson
907,2014,821,15,Esteban,GutiÃ©rrez
907,2014,818,5,Jean-Ã‰ric,Vergne
907,2014,20,9,Sebastian,Vettel
907,2014,826,5,Daniil,Kvyat
908,2014,1,131,Lewis,Hamilton
908,2014,822,3,Valtteri,Bottas
908,2014,817,9,Daniel,Ricciardo
908,2014,18,1,Jenson,Button
908,2014,20,9,Sebastian,Vettel
908,2014,4,6,Fernando,Alonso
908,2014,825,1,Kevin,Magnussen
908,2014,807,10,Nico,HÃ¼lkenberg
908,2014,826,5,Daniil,Kvyat
908,2014,818,5,Jean-Ã‰ric,Vergne
908,2014,815,10,Sergio,PÃ©rez
908,2014,154,208,Romain,Grosjean
908,2014,16,15,Adrian,Sutil
908,2014,824,206,Jules,Bianchi
908,2014,155,207,Kamui,Kobayashi
908,2014,820,206,Max,Chilton
908,2014,813,208,Pastor,Maldonado
908,2014,3,131,Nico,Rosberg
908,2014,828,207,Marcus,Ericsson
908,2014,821,15,Esteban,GutiÃ©rrez
908,2014,13,3,Felipe,Massa
908,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
909,2014,3,131,Nico,Rosberg
909,2014,822,3,Valtteri,Bottas
909,2014,1,131,Lewis,Hamilton
909,2014,20,9,Sebastian,Vettel
909,2014,4,6,Fernando,Alonso
909,2014,817,9,Daniel,Ricciardo
909,2014,807,10,Nico,HÃ¼lkenberg
909,2014,18,1,Jenson,Button
909,2014,825,1,Kevin,Magnussen
909,2014,815,10,Sergio,PÃ©rez
909,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
909,2014,813,208,Pastor,Maldonado
909,2014,818,5,Jean-Ã‰ric,Vergne
909,2014,821,15,Esteban,GutiÃ©rrez
909,2014,824,206,Jules,Bianchi
909,2014,155,207,Kamui,Kobayashi
909,2014,820,206,Max,Chilton
909,2014,828,207,Marcus,Ericsson
909,2014,16,15,Adrian,Sutil
909,2014,826,5,Daniil,Kvyat
909,2014,154,208,Romain,Grosjean
909,2014,13,3,Felipe,Massa
910,2014,817,9,Daniel,Ricciardo
910,2014,4,6,Fernando,Alonso
910,2014,1,131,Lewis,Hamilton
910,2014,3,131,Nico,Rosberg
910,2014,13,3,Felipe,Massa
910,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
910,2014,20,9,Sebastian,Vettel
910,2014,822,3,Valtteri,Bottas
910,2014,818,5,Jean-Ã‰ric,Vergne
910,2014,18,1,Jenson,Button
910,2014,16,15,Adrian,Sutil
910,2014,825,1,Kevin,Magnussen
910,2014,813,208,Pastor,Maldonado
910,2014,826,5,Daniil,Kvyat
910,2014,824,206,Jules,Bianchi
910,2014,820,206,Max,Chilton
910,2014,821,15,Esteban,GutiÃ©rrez
910,2014,155,207,Kamui,Kobayashi
910,2014,815,10,Sergio,PÃ©rez
910,2014,807,10,Nico,HÃ¼lkenberg
910,2014,154,208,Romain,Grosjean
910,2014,828,207,Marcus,Ericsson
911,2014,817,9,Daniel,Ricciardo
911,2014,3,131,Nico,Rosberg
911,2014,822,3,Valtteri,Bottas
911,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
911,2014,20,9,Sebastian,Vettel
911,2014,18,1,Jenson,Button
911,2014,4,6,Fernando,Alonso
911,2014,815,10,Sergio,PÃ©rez
911,2014,826,5,Daniil,Kvyat
911,2014,807,10,Nico,HÃ¼lkenberg
911,2014,818,5,Jean-Ã‰ric,Vergne
911,2014,825,1,Kevin,Magnussen
911,2014,13,3,Felipe,Massa
911,2014,16,15,Adrian,Sutil
911,2014,821,15,Esteban,GutiÃ©rrez
911,2014,820,206,Max,Chilton
911,2014,828,207,Marcus,Ericsson
911,2014,824,206,Jules,Bianchi
911,2014,1,131,Lewis,Hamilton
911,2014,154,208,Romain,Grosjean
911,2014,813,208,Pastor,Maldonado
911,2014,827,207,AndrÃ©,Lotterer
912,2014,1,131,Lewis,Hamilton
912,2014,3,131,Nico,Rosberg
912,2014,13,3,Felipe,Massa
912,2014,822,3,Valtteri,Bottas
912,2014,817,9,Daniel,Ricciardo
912,2014,20,9,Sebastian,Vettel
912,2014,815,10,Sergio,PÃ©rez
912,2014,18,1,Jenson,Button
912,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
912,2014,825,1,Kevin,Magnussen
912,2014,826,5,Daniil,Kvyat
912,2014,807,10,Nico,HÃ¼lkenberg
912,2014,818,5,Jean-Ã‰ric,Vergne
912,2014,813,208,Pastor,Maldonado
912,2014,16,15,Adrian,Sutil
912,2014,154,208,Romain,Grosjean
912,2014,155,207,Kamui,Kobayashi
912,2014,824,206,Jules,Bianchi
912,2014,821,15,Esteban,GutiÃ©rrez
912,2014,828,207,Marcus,Ericsson
912,2014,4,6,Fernando,Alonso
912,2014,820,206,Max,Chilton
913,2014,1,131,Lewis,Hamilton
913,2014,20,9,Sebastian,Vettel
913,2014,817,9,Daniel,Ricciardo
913,2014,4,6,Fernando,Alonso
913,2014,13,3,Felipe,Massa
913,2014,818,5,Jean-Ã‰ric,Vergne
913,2014,815,10,Sergio,PÃ©rez
913,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
913,2014,807,10,Nico,HÃ¼lkenberg
913,2014,825,1,Kevin,Magnussen
913,2014,822,3,Valtteri,Bottas
913,2014,813,208,Pastor,Maldonado
913,2014,154,208,Romain,Grosjean
913,2014,826,5,Daniil,Kvyat
913,2014,828,207,Marcus,Ericsson
913,2014,824,206,Jules,Bianchi
913,2014,820,206,Max,Chilton
913,2014,18,1,Jenson,Button
913,2014,16,15,Adrian,Sutil
913,2014,821,15,Esteban,GutiÃ©rrez
913,2014,3,131,Nico,Rosberg
913,2014,155,207,Kamui,Kobayashi
914,2014,1,131,Lewis,Hamilton
914,2014,3,131,Nico,Rosberg
914,2014,20,9,Sebastian,Vettel
914,2014,817,9,Daniel,Ricciardo
914,2014,18,1,Jenson,Button
914,2014,822,3,Valtteri,Bottas
914,2014,13,3,Felipe,Massa
914,2014,807,10,Nico,HÃ¼lkenberg
914,2014,818,5,Jean-Ã‰ric,Vergne
914,2014,815,10,Sergio,PÃ©rez
914,2014,826,5,Daniil,Kvyat
914,2014,8,6,Kimi,RÃ¤ikkÃ¶nen
914,2014,821,15,Esteban,GutiÃ©rrez
914,2014,825,1,Kevin,Magnussen
914,2014,154,208,Romain,Grosjean
914,2014,813,208,Pastor,Maldonado
914,2014,828,207,Marcus,Ericsson
